"","lpep_pickup_datetime","lpep_dropoff_datetime","PULocationID","DOLocationID","passenger_count","trip_distance","fare_amount","extra","tip_amount","total_amount","payment_type"
"345764","2017-01-11 15:44:29","2017-01-11 15:53:39",42,152,1,1.1,7.5,0,1,9.3,1
"452100","2017-01-14 11:01:22","2017-01-14 11:10:25",173,129,4,1.4,8,0,0,8.8,2
"670409","2017-01-20 20:21:28","2017-01-20 20:22:12",40,52,1,0.05,2.5,0.5,0,3.8,2
"531186","2017-01-16 17:33:28","2017-01-16 17:37:43",17,225,1,0.82,5,0,0,5.8,2
"3022","2017-01-01 00:24:18","2017-01-01 00:27:57",263,74,1,0.98,5,0.5,0,6.3,2
"558651","2017-01-17 16:16:42","2017-01-17 16:20:36",260,260,1,0.45,4.5,1,1.7,8,1
"884491","2017-01-26 22:22:42","2017-01-26 22:39:31",189,225,1,3.09,13.5,0.5,0,14.8,2
"425744","2017-01-13 19:04:46","2017-01-13 19:10:42",7,129,1,1.1,6.5,1,0,8.3,2
"217008","2017-01-07 12:43:30","2017-01-07 13:00:43",129,226,1,2.63,12.5,0,0,13.3,2
"207046","2017-01-07 02:59:11","2017-01-07 03:09:16",255,80,2,2.2,10,0.5,2,13.3,1
"933626","2017-01-28 02:40:27","2017-01-28 02:45:35",17,37,1,1.3,6,0.5,1.46,8.76,1
"693423","2017-01-21 12:48:01","2017-01-22 00:00:00",116,151,1,2.78,12,0,0,12.8,2
"924555","2017-01-27 22:53:49","2017-01-27 23:02:56",74,24,1,1.74,8.5,0.5,1,10.8,1
"436040","2017-01-13 23:43:56","2017-01-14 00:04:50",97,148,1,5.44,19.5,0.5,0,20.8,2
"615128","2017-01-19 11:05:58","2017-01-19 11:32:07",74,162,1,4.3,18,0,0,18.8,2
"896550","2017-01-27 09:11:56","2017-01-27 09:16:50",116,116,1,0.3,5,0,1.15,6.95,1
"589042","2017-01-18 15:06:59","2017-01-18 15:17:00",134,132,2,5.22,15.5,0,4.08,20.38,1
"823005","2017-01-25 07:38:01","2017-01-25 07:50:32",66,144,1,2.38,11,0,3.54,15.34,1
"171315","2017-01-06 10:00:19","2017-01-06 10:14:06",74,166,1,1.65,10.5,0,0,11.3,2
"181918","2017-01-06 16:57:05","2017-01-06 17:02:26",41,75,1,1,6,1,0,7.8,1
"647952","2017-01-20 09:05:54","2017-01-20 09:31:12",75,161,1,2.98,17.5,0,3.66,21.96,1
"706943","2017-01-21 18:03:49","2017-01-21 18:20:57",190,255,1,4.1,15,0,3.15,18.95,1
"253430","2017-01-08 16:55:35","2017-01-08 17:04:04",129,173,1,1.34,7.5,0,0,8.3,1
"512935","2017-01-15 22:02:01","2017-01-15 22:08:19",166,41,1,1,6,0.5,0,7.3,2
"146858","2017-01-05 16:33:21","2017-01-05 16:47:46",134,258,1,2,11,1,0,12.8,2
"803486","2017-01-24 16:58:22","2017-01-24 17:02:35",43,43,5,0.83,5,1,1.36,8.16,1
"194438","2017-01-06 21:17:12","2017-01-06 21:25:59",74,169,1,4.51,14,0.5,3.06,18.36,1
"238715","2017-01-08 04:08:40","2017-01-08 04:19:23",168,244,1,2.58,11,0.5,2.46,14.76,1
"279053","2017-01-09 12:38:04","2017-01-09 12:43:11",210,210,1,1.31,6,0,0,6.8,2
"225225","2017-01-07 18:34:41","2017-01-07 18:44:54",82,129,1,1.14,7.5,0,0,8.3,2
"438994","2017-01-14 00:16:31","2017-01-14 00:35:39",61,91,1,4.6,17,0.5,4.55,22.85,1
"813195","2017-01-24 20:52:09","2017-01-24 20:58:19",260,83,5,0.99,6,0.5,2.19,9.49,1
"417102","2017-01-13 17:21:11","2017-01-14 16:28:07",97,49,1,1.28,6.5,0.5,1.56,9.36,1
"972849","2017-01-28 23:13:15","2017-01-28 23:22:49",42,152,1,1.3,8,0.5,0,9.3,2
"827474","2017-01-25 10:00:14","2017-01-25 10:10:21",41,166,5,1.39,8.5,0,1,10.3,1
"339319","2017-01-11 11:04:33","2017-01-11 11:09:33",92,171,1,0.67,5.5,0,0,6.3,2
"398081","2017-01-13 03:30:03","2017-01-13 03:41:28",25,137,1,4.29,14,0.5,0,15.3,2
"1062105","2017-01-31 19:24:21","2017-01-31 19:32:00",166,151,1,1.18,7.5,1,0.93,10.23,1
"239869","2017-01-08 06:59:48","2017-01-08 07:01:51",49,17,1,1.09,5,0,0,5.8,1
"253513","2017-01-08 16:51:22","2017-01-08 17:09:25",95,7,1,7.57,23,0,4.76,28.56,1
"535325","2017-01-16 19:45:18","2017-01-16 19:56:03",97,40,1,2.21,10,1,2.2,14,1
"1066142","2017-01-31 21:16:41","2017-01-31 21:16:44",95,95,1,0,2.5,0.5,1.14,4.94,1
"198303","2017-01-06 22:51:38","2017-01-06 23:03:06",157,129,1,2.08,10,0.5,0,11.3,2
"638864","2017-01-19 23:47:37","2017-01-19 23:52:49",134,197,1,1.25,6,0.5,0,7.3,2
"411634","2017-01-13 14:41:49","2017-01-13 15:15:12",65,141,1,7.8,27.5,0,0,28.3,1
"1048325","2017-01-31 11:38:07","2017-01-31 11:47:39",75,42,1,1.98,8.5,0,1,10.3,1
"704859","2017-01-21 18:19:25","2017-01-21 18:23:16",166,151,1,0.74,5,0,1.45,7.25,1
"21302","2017-01-01 06:37:55","2017-01-01 06:39:16",243,243,1,1.1,3,0,0,3.8,2
"984518","2017-01-29 06:54:02","2017-01-29 07:05:29",188,25,1,3.02,12,0,0,12.8,2
"673996","2017-01-20 22:30:07","2017-01-20 22:38:10",166,244,1,2.45,9.5,0.5,0,10.8,2
"214154","2017-01-07 10:56:56","2017-01-07 11:01:10",7,7,1,0.4,4.5,0,0,5.3,2
"563635","2017-01-17 18:18:16","2017-01-17 18:25:59",43,236,1,1.02,7,1,1.76,10.56,1
"763780","2017-01-23 12:13:10","2017-01-23 12:19:02",223,138,1,3.45,11,0,2.36,14.16,1
"862811","2017-01-26 11:47:09","2017-01-26 12:24:34",33,100,1,2.5,24.5,0,5.05,30.35,1
"355667","2017-01-11 20:47:53","2017-01-11 20:54:24",95,196,1,1.17,6.5,0.5,1.95,9.75,1
"100013","2017-01-04 08:18:44","2017-01-04 08:20:20",25,65,2,0.38,3.5,0,1.29,5.59,1
"1007931","2017-01-29 23:20:17","2017-01-29 23:24:56",7,223,4,1.13,5.5,0.5,0,6.8,2
"979015","2017-01-29 02:20:38","2017-01-29 02:23:55",74,41,1,0.73,4.5,0.5,0,5.8,2
"682603","2017-01-21 02:25:57","2017-01-21 02:28:33",17,61,1,0.78,4.5,0.5,0,5.8,2
"363396","2017-01-12 01:22:06","2017-01-12 01:26:01",75,74,1,0.94,5,0.5,0,6.3,2
"464472","2017-01-14 17:48:01","2017-01-14 17:49:14",47,59,1,0.2,3,1,15.2,20,1
"703265","2017-01-21 17:09:04","2017-01-21 17:19:06",179,260,1,1.69,8.5,0,2.06,12.36,1
"845473","2017-01-25 20:23:42","2017-01-25 20:42:52",82,258,1,5.11,18,0.5,0,19.3,2
"840665","2017-01-25 18:44:11","2017-01-25 19:12:34",97,85,1,4.04,19.5,1,0,21.3,2
"626569","2017-01-19 18:20:48","2017-01-19 18:45:30",7,37,1,6.97,24,1,0,25.8,2
"673013","2017-01-20 21:10:18","2017-01-20 21:32:54",255,181,2,7.63,25,0.5,5.26,31.56,1
"464989","2017-01-14 18:55:48","2017-01-14 19:09:17",33,181,1,2.06,10.5,0,2.26,13.56,1
"114977","2017-01-04 17:16:43","2017-01-04 17:50:30",223,36,2,6.9,27,1,7.2,36,1
"497140","2017-01-15 14:10:38","2017-01-15 14:59:26",129,68,1,7.2,34,0,10.08,50.42,1
"559501","2017-01-17 17:22:58","2017-01-17 17:38:57",82,226,1,2.19,12.5,1,0,14.3,2
"712683","2017-01-21 21:57:54","2017-01-21 22:03:40",42,244,1,1.22,6.5,0.5,0,7.8,2
"720280","2017-01-22 00:18:15","2017-01-22 00:48:45",41,88,1,10.23,33,0.5,0,34.3,2
"190086","2017-01-06 19:40:16","2017-01-06 19:59:36",260,173,1,2.95,14,1,0,15.8,2
"765708","2017-01-23 13:41:09","2017-01-23 13:54:02",49,231,3,3.33,12.5,0,1.5,14.8,1
"884234","2017-01-26 22:43:06","2017-01-26 22:50:05",189,97,2,1.6,7,0.5,2.08,10.38,1
"161260","2017-01-05 22:19:54","2017-01-05 22:54:19",75,17,1,10.48,34,0.5,2,37.3,1
"728840","2017-01-22 05:03:16","2017-01-22 05:10:42",82,173,1,1.1,6.5,0.5,0,7.8,2
"827257","2017-01-25 10:21:19","2017-01-25 10:26:55",223,7,1,0.92,5.5,0,1.89,8.19,1
"1017732","2017-01-30 11:26:16","2017-01-30 11:29:23",75,74,1,0.94,5,0,0,5.8,2
"656256","2017-01-20 15:32:18","2017-01-20 15:43:06",74,263,1,1.96,9,0,0,9.8,2
"444338","2017-01-14 03:08:53","2017-01-14 03:22:18",42,169,1,4.6,15.5,0.5,0,16.8,2
"446223","2017-01-14 06:50:46","2017-01-14 07:01:52",7,226,1,2.08,9.5,0,0,10.3,2
"691387","2017-01-21 10:45:32","2017-01-21 10:58:25",244,48,1,6.2,19.5,0,4.05,24.35,1
"307651","2017-01-10 10:17:20","2017-01-10 10:36:55",7,175,1,12.28,34.5,0,10.59,45.89,1
"331028","2017-01-11 01:09:55","2017-01-11 01:15:52",42,75,1,1.42,7,0.5,0,8.3,1
"556862","2017-01-17 15:58:17","2017-01-17 16:31:13",66,50,1,6.15,25.5,0,0,26.3,2
"843827","2017-01-25 19:09:08","2017-01-25 19:24:15",43,262,1,2.62,12.5,1,0,14.3,2
"342098","2017-01-11 13:14:38","2017-01-11 13:28:49",75,239,1,2.5,11.5,0,0,12.3,1
"566368","2017-01-17 19:00:09","2017-01-17 19:08:22",181,25,1,1.78,8.5,1,2.06,12.36,1
"483177","2017-01-15 01:52:17","2017-01-15 02:14:20",255,262,1,6.92,23.5,0.5,6.2,31,1
"201839","2017-01-07 00:07:14","2017-01-07 00:17:11",130,197,1,2.79,10.5,0.5,0,11.8,2
"1018247","2017-01-30 11:24:51","2017-01-30 11:43:51",65,170,1,6.36,22,0,6.84,29.64,1
"971026","2017-01-28 23:49:27","2017-01-29 00:26:39",66,152,5,10.38,35,0.5,9.08,45.38,1
"153891","2017-01-05 19:20:23","2017-01-05 19:30:01",166,42,6,1.65,8.5,1,2.06,12.36,1
"963804","2017-01-28 20:33:07","2017-01-28 21:00:32",166,18,1,6.76,24,0.5,0,25.3,1
"503120","2017-01-15 17:12:09","2017-01-15 17:22:52",130,10,1,2.76,11,0,0,11.8,1
"708521","2017-01-21 19:04:58","2017-01-21 19:08:02",255,112,1,0.67,4.5,0,1.06,6.36,1
"342200","2017-01-11 13:19:35","2017-01-11 13:25:02",42,116,1,0.92,6,0,0,6.8,2
"19946","2017-01-01 05:03:51","2017-01-01 05:09:16",130,197,1,2.4,8.5,0.5,0,9.8,2
"905957","2017-01-27 15:21:56","2017-01-27 15:26:45",7,179,1,0.92,5.5,0,1.26,7.56,1
"906752","2017-01-27 16:36:29","2017-01-27 16:51:58",166,74,1,2.16,11,1,0,12.8,2
"191363","2017-01-06 20:17:04","2017-01-06 20:17:12",95,95,1,0,24.3,0,4.86,29.16,1
"822307","2017-01-25 07:07:07","2017-01-25 07:18:00",74,138,1,6.06,18.5,0,7.45,32.29,1
"189882","2017-01-06 19:50:12","2017-01-06 19:54:20",62,61,1,0.41,4.5,1,0,6.3,2
"510864","2017-01-15 21:33:20","2017-01-15 21:42:51",33,65,1,1.15,8,0.5,1.86,11.16,1
"440169","2017-01-14 01:44:32","2017-01-14 01:50:10",112,112,1,0.83,5.5,0.5,1.36,8.16,1
"997493","2017-01-29 17:55:34","2017-01-29 18:09:02",255,49,1,2.65,11,0,2.95,14.75,1
"325947","2017-01-10 20:21:58","2017-01-10 20:28:40",212,213,1,1.4,7,0.5,0,8.3,2
"78973","2017-01-03 13:10:40","2017-01-03 13:18:07",33,97,1,1.3,7,0,0,7.8,2
"737810","2017-01-22 14:29:32","2017-01-22 14:37:57",41,152,1,1.9,9,0,0,9.8,2
"828507","2017-01-25 11:39:58","2017-01-25 12:16:40",244,229,3,9.06,30.5,0,3,34.3,1
"909511","2017-01-27 17:55:22","2017-01-27 18:08:37",166,166,1,1.83,8.5,1,3.09,13.39,1
"730146","2017-01-22 08:19:57","2017-01-22 08:24:31",181,189,2,1.02,5.5,0,1.26,7.56,1
"46391","2017-01-02 10:16:59","2017-01-02 10:25:40",61,49,1,1.98,9,0,0,9.8,1
"727737","2017-01-22 04:12:22","2017-01-22 04:32:47",112,135,1,10.43,30.5,0.5,0,31.8,2
"264800","2017-01-08 22:28:08","2017-01-08 22:48:23",49,48,2,6.32,21.5,0.5,4,26.8,1
"731585","2017-01-22 10:11:42","2017-01-22 10:35:20",82,159,1,7.17,24.5,0,0,30.84,2
"809768","2017-01-24 18:51:34","2017-01-24 18:51:58",49,49,1,0,2.5,1,0,4.3,2
"670256","2017-01-20 20:05:08","2017-01-20 20:19:18",196,258,1,4.05,14.5,0.5,0,15.8,2
"27839","2017-01-01 14:03:13","2017-01-01 14:15:34",181,195,1,2,9.5,0,0,10.3,2
"597313","2017-01-18 19:28:09","2017-01-18 19:36:42",166,41,1,1.54,8,1,2,11.8,1
"494688","2017-01-15 12:57:40","2017-01-15 13:13:03",74,151,1,2.39,12,0,2.56,15.36,1
"993360","2017-01-29 15:39:46","2017-01-29 15:47:47",75,262,2,1.4,7.5,0,1.66,9.96,1
"1039233","2017-01-31 00:30:01","2017-01-31 00:32:54",36,37,1,0.61,4,0.5,1.06,6.36,1
"867954","2017-01-26 15:53:03","2017-01-26 16:08:12",24,74,1,1.66,11,0,0,11.8,1
"335491","2017-01-11 08:46:26","2017-01-11 08:54:06",74,42,2,1.25,7,0,0,7.8,2
"305062","2017-01-10 09:05:46","2017-01-10 09:36:59",52,144,1,3.6,21,0,3.8,25.6,1
"1064183","2017-01-31 19:02:13","2017-01-31 19:05:11",196,56,1,0.6,4,1,0,5.8,2
"829749","2017-01-25 11:27:00","2017-01-25 11:37:25",226,82,1,1.8,9,0,0,9.8,2
"900133","2017-01-27 12:40:26","2017-01-27 12:56:36",74,151,1,2.13,12,0,0,12.8,2
"986285","2017-01-29 10:55:35","2017-01-29 11:00:10",40,25,1,1.04,5.5,0,2,8.3,1
"937930","2017-01-28 04:21:04","2017-01-28 04:27:53",36,256,1,1.4,7,0.5,1.65,9.95,1
"125250","2017-01-04 21:50:39","2017-01-04 21:56:06",74,236,1,1.6,7,0.5,0,8.3,2
"899816","2017-01-27 12:47:16","2017-01-27 13:03:39",166,244,1,2.6,13,0,2.76,16.56,1
"890009","2017-01-27 03:14:43","2017-01-27 03:22:54",255,256,1,1.46,7.5,0.5,1.76,10.56,1
"380126","2017-01-12 16:02:45","2017-01-12 16:27:01",189,111,1,2.42,16.5,1,0,18.3,1
"315983","2017-01-10 16:28:45","2017-01-10 16:35:29",41,152,1,1.47,7,1,2.2,11,1
"1048873","2017-01-31 11:05:26","2017-01-31 11:09:06",223,7,1,0.28,4,0,0.96,5.76,1
"937160","2017-01-28 04:16:48","2017-01-28 04:19:39",129,82,1,0.55,4,0.5,0,5.3,2
"257343","2017-01-08 18:39:56","2017-01-08 18:48:55",112,145,1,1.5,8.5,0,1.86,11.16,1
"421925","2017-01-13 18:32:32","2017-01-13 19:02:49",97,225,1,3.53,19.5,1,0,21.3,2
"692240","2017-01-21 11:55:22","2017-01-21 12:03:51",74,236,1,1.87,8.5,0,1.86,11.16,1
"345698","2017-01-11 15:53:18","2017-01-11 15:58:08",7,179,1,0.6,5,0,0,5.8,2
"1016364","2017-01-30 10:28:45","2017-01-30 10:31:50",7,7,1,0.39,4,0,0.96,5.76,1
"648634","2017-01-20 09:16:37","2017-01-20 09:25:10",7,193,1,1.5,7.5,0,0.7,9,1
"612558","2017-01-19 09:57:35","2017-01-19 10:07:15",223,146,2,1.73,8.5,0,0,9.3,2
"891952","2017-01-27 07:12:33","2017-01-27 07:26:18",41,140,1,2.81,11.5,0,0,12.3,2
"148318","2017-01-05 17:11:13","2017-01-05 17:24:06",97,189,1,1.51,9.5,1,2.26,13.56,1
"851779","2017-01-25 23:21:56","2017-01-25 23:31:24",256,256,1,1.4,8,0.5,1,10.3,1
"1002658","2017-01-29 19:08:53","2017-01-29 19:32:43",66,62,1,5.3,19.5,1,0,21.3,1
"164874","2017-01-06 02:11:46","2017-01-06 02:14:48",260,83,1,0.67,4.5,0.5,0,5.8,2
"557864","2017-01-17 16:26:00","2017-01-17 16:31:44",226,260,1,0.49,5.5,1,3,10.3,1
"788457","2017-01-24 06:37:16","2017-01-24 06:41:33",243,244,1,0.89,5.5,0,0,6.3,2
"194690","2017-01-06 21:27:29","2017-01-06 21:33:13",166,43,1,0.7,5.5,0.5,0,6.8,1
"542774","2017-01-17 06:52:45","2017-01-17 06:57:59",260,83,6,0.86,5.5,0,0,6.3,2
"317437","2017-01-10 17:51:11","2017-01-10 17:58:28",82,83,6,1.07,6.5,1,0,8.3,2
"673600","2017-01-20 21:41:37","2017-01-20 21:54:56",33,257,1,3.8,14,0.5,3.05,18.35,1
"105930","2017-01-04 11:08:28","2017-01-04 11:15:31",74,75,1,1.3,7,0,1,8.8,1
"424092","2017-01-13 19:23:41","2017-01-13 19:29:41",66,33,1,1.01,6,1,0,7.8,2
"822868","2017-01-25 07:32:31","2017-01-25 07:57:28",66,145,1,6.32,23,0,0,23.8,2
"16253","2017-01-01 04:21:09","2017-01-01 04:28:17",65,97,1,1.15,7,0.5,0,8.3,2
"756737","2017-01-23 07:38:59","2017-01-23 08:11:10",42,68,1,6.7,26.5,0,5.46,32.76,1
"64441","2017-01-02 22:32:31","2017-01-02 22:38:54",97,25,2,0.8,6,1,0,7.8,2
"1035775","2017-01-30 21:36:45","2017-01-30 21:40:07",255,255,1,0.43,4,0.5,1.32,6.62,1
"218585","2017-01-07 13:46:19","2017-01-07 14:08:07",65,79,2,4.99,18.5,0,3.86,23.16,1
"487780","2017-01-15 04:20:05","2017-01-15 04:26:57",80,112,1,1.51,7,0.5,0,8.3,2
"111631","2017-01-04 15:52:43","2017-01-04 15:54:42",193,193,1,0.4,3.5,0,0,4.3,2
"296795","2017-01-09 21:55:04","2017-01-09 22:01:32",129,173,2,1.2,6.5,0.5,0,7.8,2
"50644","2017-01-02 14:14:36","2017-01-02 14:15:15",51,51,1,0.01,-2.5,0,0,-3.3,4
"488769","2017-01-15 05:27:15","2017-01-15 06:00:32",129,252,6,9.68,29.5,0.5,0,30.8,2
"748441","2017-01-22 20:53:32","2017-01-22 21:13:28",181,231,1,3.84,16.5,0.5,0,17.8,2
"376438","2017-01-12 14:32:39","2017-01-12 14:45:44",33,189,1,1.39,9.5,0,0,10.3,2
"514304","2017-01-15 23:16:52","2017-01-15 23:44:15",7,129,1,5.12,21,0.5,0,22.3,2
"672644","2017-01-20 21:10:16","2017-01-20 21:13:52",42,41,1,0.65,4.5,0.5,1.74,7.54,1
"309143","2017-01-10 11:20:16","2017-01-10 11:43:50",129,132,1,11.73,33.5,0,0,34.3,2
"23319","2017-01-01 09:48:00","2017-01-01 09:54:20",116,42,1,1.5,7.5,0,0,8.3,2
"485353","2017-01-15 02:59:43","2017-01-15 03:17:25",129,248,2,8.8,26.5,0.5,0,33.34,2
"969328","2017-01-28 22:28:41","2017-01-28 22:43:22",82,226,1,2.36,11.5,0.5,0,12.8,2
"829761","2017-01-25 11:25:45","2017-01-25 11:34:59",75,263,1,1.5,8,0,0.8,9.6,1
"951238","2017-01-28 15:05:40","2017-01-28 15:11:41",41,41,1,0.85,6,0,0,6.8,2
"917306","2017-01-27 19:37:18","2017-01-27 19:44:19",145,146,1,1.1,6.5,1,0,8.3,2
"342285","2017-01-11 13:52:47","2017-01-11 13:55:52",179,7,1,0.62,4,0,0,4.8,2
"489774","2017-01-15 07:28:33","2017-01-15 07:46:32",17,102,1,3.74,15.5,0,0,16.3,2
"375175","2017-01-12 13:06:01","2017-01-12 13:23:37",226,223,1,2.8,13,0,2.76,16.56,1
"758332","2017-01-23 08:41:52","2017-01-23 08:50:01",97,97,1,1.36,7,0,1.56,9.36,1
"495703","2017-01-15 13:55:58","2017-01-15 14:05:28",41,42,1,1.22,8,0,0,8.8,1
"886847","2017-01-26 23:58:50","2017-01-27 00:06:21",255,80,1,1.5,7.5,0.5,1.75,10.55,1
"575995","2017-01-18 06:30:32","2017-01-18 06:37:33",74,42,1,1.83,8,0,0,8.8,1
"346805","2017-01-11 16:08:33","2017-01-11 16:52:31",181,161,1,7.65,31,1,8.2,41,1
"239645","2017-01-08 05:13:10","2017-01-08 05:31:03",129,132,1,10.1,28.5,0.5,8.9,38.7,1
"455988","2017-01-14 14:00:38","2017-01-14 14:15:00",130,138,2,7.49,22,0,0,22.8,2
"383907","2017-01-12 18:18:09","2017-01-12 18:38:14",130,203,1,6.76,22,1,3,26.8,1
"604984","2017-01-18 23:59:36","2017-01-19 00:05:53",82,56,1,1.6,7,0.5,0,8.3,2
"1049723","2017-01-31 12:38:03","2017-01-31 12:52:19",166,142,1,2.84,12,0,0,12.8,1
"757175","2017-01-23 08:42:48","2017-01-23 08:50:11",78,242,1,1.69,8,0,1.76,10.56,1
"571447","2017-01-17 22:11:51","2017-01-17 22:14:32",7,260,1,0.65,4,0.5,1.06,6.36,1
"805392","2017-01-24 16:21:36","2017-01-24 16:33:58",244,50,2,5.8,18,1,0,19.8,2
"746982","2017-01-22 19:39:05","2017-01-22 19:51:42",41,152,3,1.92,10.5,0,0,11.3,2
"1004864","2017-01-29 21:40:36","2017-01-29 21:51:01",97,61,1,2.13,10,0.5,0,11.3,2
"481996","2017-01-15 01:00:11","2017-01-15 01:07:01",42,42,1,1,6.5,0.5,0,7.8,2
"1057317","2017-01-31 16:03:20","2017-01-31 16:09:02",75,236,1,0.6,5.5,1,1.45,8.75,1
"812554","2017-01-24 19:19:09","2017-01-24 19:25:57",41,41,1,0.57,6,1,1.4,11.15,1
"653550","2017-01-20 13:12:40","2017-01-20 13:27:06",65,97,1,1.23,10,0,0,10.8,1
"316436","2017-01-10 16:30:21","2017-01-10 16:38:23",52,195,5,1.59,7.5,1,1.86,13.11,1
"818145","2017-01-24 22:10:56","2017-01-24 22:26:27",255,61,1,3.52,13,0.5,2.86,17.16,1
"333967","2017-01-11 07:53:56","2017-01-11 07:58:52",225,17,1,0.7,5.5,0,0,6.3,2
"545033","2017-01-17 08:01:50","2017-01-17 08:12:32",166,41,1,1.31,9,0,0,9.8,2
"608491","2017-01-19 07:40:23","2017-01-19 07:52:10",25,13,6,2.08,10,0,2.16,12.96,1
"126457","2017-01-04 22:37:16","2017-01-04 22:50:38",74,182,1,5.32,17,0.5,0,18.3,1
"396745","2017-01-13 01:15:45","2017-01-13 01:28:00",112,36,1,2.18,10.5,0.5,1,14.75,1
"740114","2017-01-22 16:13:40","2017-01-22 16:23:30",82,129,6,0.86,7.5,0,0,8.3,2
"901073","2017-01-27 12:14:51","2017-01-27 12:21:16",173,56,1,1.4,6.5,0,0,7.3,2
"859805","2017-01-26 09:50:15","2017-01-26 10:31:25",42,88,1,10.6,36.5,0,0,37.3,1
"479398","2017-01-14 23:06:17","2017-01-14 23:11:39",7,179,2,0.9,5.5,0.5,1,7.8,1
"700417","2017-01-21 16:44:34","2017-01-21 16:49:30",129,70,1,1.09,6,0,1.36,10.11,1
"155464","2017-01-05 19:35:04","2017-01-05 19:41:11",97,189,3,0.5,5.5,1,0,7.3,2
"640197","2017-01-20 00:56:36","2017-01-20 01:02:11",42,41,1,1.21,6,0.5,0,7.3,1
"964610","2017-01-28 20:40:33","2017-01-28 20:45:41",181,189,1,0.8,5.5,0.5,0,6.8,2
"550162","2017-01-17 11:25:33","2017-01-17 11:50:49",43,75,5,4.08,18.5,0,3,22.3,1
"257537","2017-01-08 18:32:10","2017-01-08 18:54:50",82,226,1,4.07,17.5,0,0,18.3,2
"405134","2017-01-13 10:26:26","2017-01-13 10:58:49",42,237,1,4.22,21.5,0,3,25.3,1
"754350","2017-01-23 03:09:00","2017-01-23 03:26:00",37,61,1,3.45,13.5,0.5,3.7,18.5,1
"388346","2017-01-12 20:04:48","2017-01-12 20:27:12",25,89,1,5.05,19.5,0.5,0,20.8,2
"541060","2017-01-17 00:42:52","2017-01-17 00:48:27",166,42,1,0.93,6,0.5,0,7.3,1
"343411","2017-01-11 14:31:04","2017-01-11 15:02:28",41,262,1,2.97,20,0,4.16,26.91,1
"126945","2017-01-04 22:35:52","2017-01-04 22:38:29",36,36,1,0.7,4,0.5,0,5.3,2
"335298","2017-01-11 08:13:07","2017-01-11 08:25:31",225,49,1,1.59,9.5,0,0,10.3,1
"625770","2017-01-19 17:54:58","2017-01-19 18:23:57",159,81,1,9.47,20,0,0,20,2
"1049562","2017-01-31 12:43:24","2017-01-31 13:03:41",24,163,2,3.61,15.5,0,3.26,19.56,1
"774468","2017-01-23 17:06:53","2017-01-23 17:32:28",166,168,1,3.5,17.5,1,3.85,23.15,1
"630892","2017-01-19 19:33:50","2017-01-19 19:43:12",61,225,1,1.68,8,1,0,9.8,2
"155696","2017-01-05 19:07:29","2017-01-05 19:24:26",116,42,1,2.4,13,1,0,14.8,2
"92802","2017-01-03 20:59:19","2017-01-03 21:21:53",82,193,2,6.56,20,0,0,20,2
"518705","2017-01-16 03:42:11","2017-01-16 03:51:58",36,17,1,2.52,10.5,0.5,0,11.8,2
"187846","2017-01-06 18:24:54","2017-01-06 18:32:47",7,226,2,1.1,7,1,0,8.8,2
"390343","2017-01-12 21:40:26","2017-01-12 21:47:57",146,193,1,1.14,7,0.5,1.66,9.96,1
"559113","2017-01-17 17:32:28","2017-01-17 17:36:25",145,226,2,0.82,5,1,1.36,8.16,1
"463922","2017-01-14 17:37:17","2017-01-14 18:11:53",82,102,1,3.5,18,0,0,18.8,2
"142208","2017-01-05 13:30:19","2017-01-05 13:55:12",33,162,1,6.9,25,0,5.15,30.95,1
"586606","2017-01-18 14:00:38","2017-01-18 14:22:49",226,95,1,4.01,17,0,0,17.8,2
"531662","2017-01-16 17:37:32","2017-01-16 17:41:36",95,95,5,0.92,5,1,0,6.8,1
"516670","2017-01-16 00:44:55","2017-01-16 00:56:18",49,255,1,2.9,12,0.5,2.65,15.95,1
"650626","2017-01-20 11:29:10","2017-01-20 11:43:49",106,89,1,4.12,15,0,0,15.8,2
"1030174","2017-01-30 18:20:35","2017-01-30 18:28:42",66,231,4,2.18,9,1,2.16,14.91,1
"943544","2017-01-28 11:37:43","2017-01-28 11:51:51",75,152,1,2.94,12.5,0,1.2,14.5,1
"304556","2017-01-10 08:03:21","2017-01-10 08:26:19",75,88,1,8.06,24.5,0,3.7,29,1
"93808","2017-01-03 21:29:27","2017-01-03 21:47:00",41,126,1,4.35,16,0.5,0,17.3,1
"229345","2017-01-07 21:19:32","2017-01-08 20:30:32",247,244,1,2.27,9,0.5,2.06,12.36,1
"1015499","2017-01-30 09:01:54","2017-01-30 09:06:05",97,97,1,0.41,4.5,0,0,5.3,2
"1035736","2017-01-30 21:00:04","2017-01-30 21:02:31",74,75,1,0.52,4,0.5,1.06,6.36,1
"695796","2017-01-21 13:18:33","2017-01-21 13:29:30",166,143,1,2.15,10,0,0,10.8,2
"246452","2017-01-08 13:21:17","2017-01-08 13:27:25",7,223,1,1.36,6.5,0,0,7.3,2
"14838","2017-01-01 03:59:41","2017-01-01 04:07:46",260,260,2,0.99,7,0.5,0,8.3,2
"604313","2017-01-18 23:53:19","2017-01-19 00:04:34",75,235,2,4.58,14.5,0.5,0,15.8,2
"591765","2017-01-18 17:46:59","2017-01-18 17:53:45",166,24,6,0.67,6,1,1.56,9.36,1
"730426","2017-01-22 09:29:39","2017-01-22 09:32:54",97,49,1,0.51,4.5,0,0,5.3,2
